n8,KJK50,A,1,,W
n8,KJK50,C,1,,A
n8,KJK50,A,1,,A
n8,KJK50,C,1,,W
j1,KJK50,C,1,,W
j1,KJK50,A,1,,W
j1,KJK50,A,1,,W
j1,KJK50,A,1,,A
j1,KJK50,A,1,,W
e5,KJK50,A,1,,W
y9,KJK50,C,1,,W
y9,KJK50,A,1,,W
y9,KJK50,C,1,,A
y9,KJK50,C,1,,A
f0,KJK50,C,1,,A
m9,KJK50,C,1,,W
m9,KJK50,C,1,,W
m9,KJK50,C,1,,W
m9,KJK50,C,1,,A
h5,KJK50,C,1,,A
h5,KJK50,A,1,,W
t6,KJK50,A,1,,A
t6,KJK50,A,1,,A
m3,KJK50,A,1,,A
m3,KJK50,A,1,,A
c8,KJK50,A,2,,W
q7,KJK50,A,2,,A
q7,KJK50,A,2,,A
j9,KJK50,A,2,,A
j9,KJK50,A,2,,A
j9,KJK50,A,2,,W
j9,KJK50,A,2,,A
j9,KJK50,A,2,,A
g0,KJK50,A,2,,W
g0,KJK50,A,2,,A
g0,KJK50,C,2,,W
g0,KJK50,A,2,,A
g0,KJK50,A,2,,A
v4,KJK50,A,2,,W
v4,KJK50,C,2,,W
v4,KJK50,C,2,,A
v4,KJK50,A,2,,W
v3,KJK50,A,2,,W
v3,KJK50,A,2,,W
j0,KJK50,C,2,,W
j0,KJK50,A,2,,W
n3,KJK50,A,2,,W
n3,KJK50,C,2,,A
n3,KJK50,A,2,,W
n3,KJK50,A,2,,A
l1,KJK50,A,2,,W
l1,KJK50,A,2,,W
l1,KJK50,C,2,,A
o8,KJK50,A,2,,A
o8,KJK50,A,2,,W
o8,KJK50,A,2,,A
a5,KJK50,A,2,,A
a5,KJK50,C,2,,W
a5,KJK50,A,2,,W
a5,KJK50,A,2,,W
a0,KJK50,A,2,,A
a0,KJK50,C,2,,W
a0,KJK50,C,2,,A
a0,KJK50,A,2,,W
t9,KJK50,A,2,,A
t9,KJK50,A,2,,W
k4,KJK50,C,2,,W
k4,KJK50,C,2,,A
r4,KJK50,A,2,,A
a7,KJK50,A,2,,A
a7,KJK50,A,2,,W
a7,KJK50,A,2,,A
a7,KJK50,A,2,,W
x9,KJK50,A,2,,W
x9,KJK50,A,2,,A
g0,KJK50,A,2,,W
g0,KJK50,A,2,,A
g0,KJK50,A,2,,W
g0,KJK50,C,2,,W
g0,KJK50,A,2,,A
q2,KJK50,A,2,,A
q2,KJK50,A,2,,A
q2,KJK50,C,2,,W
q2,KJK50,C,2,,W
o3,KJK50,A,2,,W
o2,KJK50,A,3,,W
o2,KJK50,C,3,,W
o2,KJK50,A,3,,A
s6,KJK50,A,3,,W
s6,KJK50,C,3,,A
s6,KJK50,C,3,,A
s6,KJK50,A,3,,W
a8,KJK50,C,3,,A
a8,KJK50,A,3,,W
a8,KJK50,C,3,,A
a8,KJK50,A,3,,W
a8,KJK50,C,3,,A
i9,KJK50,A,3,,A
i2,KJK50,C,3,,A
i2,KJK50,A,3,,W
i2,KJK50,A,3,,A
u4,KJK50,C,3,,A
u4,KJK50,C,3,,W
u4,KJK50,C,3,,W
u4,KJK50,A,3,,W
u4,KJK50,A,3,,A
z8,KJK50,A,3,,A
z8,KJK50,A,3,,A
z8,KJK50,A,3,,W
z8,KJK50,A,3,,A
k3,KJK50,A,3,,W
k3,KJK50,A,3,,A
k3,KJK50,C,3,,A
k3,KJK50,C,3,,W
k3,KJK50,A,3,,A
c9,KJK50,A,3,,W
c9,KJK50,A,3,,A
c9,KJK50,C,3,,W
c9,KJK50,C,3,,W
c9,KJK50,A,3,,W
g5,KJK50,A,3,,A
g5,KJK50,A,3,,A
g5,KJK50,C,3,,W
g5,KJK50,C,3,,A
r7,KJK50,A,3,,A
v3,KJK50,A,4,,A
v3,KJK50,A,4,,W
v3,KJK50,C,4,,W
v3,KJK50,A,4,,A
t4,KJK50,C,4,,W
p2,KJK50,C,4,,A
p2,KJK50,A,4,,W
p2,KJK50,A,4,,A
p2,KJK50,A,4,,A
p2,KJK50,C,4,,W
a5,KJK50,A,4,,A
a5,KJK50,A,4,,W
a5,KJK50,A,4,,A
l1,KJK50,A,4,,W
l1,KJK50,A,4,,W
l1,KJK50,A,4,,A
l1,KJK50,A,4,,W
l1,KJK50,C,4,,A
s4,KJK50,A,4,,A
s4,KJK50,A,4,,A
k5,KJK50,A,4,,W
k5,KJK50,A,4,,W
k5,KJK50,A,4,,W
k5,KJK50,C,4,,W
t8,KJK50,C,4,,A
t8,KJK50,A,4,,W
t8,KJK50,C,4,,A
t8,KJK50,A,4,,W
k7,KJK50,A,4,,A
k7,KJK50,A,4,,W
k7,KJK50,A,4,,W
k7,KJK50,A,4,,W
k7,KJK50,A,4,,W
v9,KJK50,C,4,,W
v9,KJK50,A,4,,A
v9,KJK50,A,4,,A
v9,KJK50,A,4,,A
m1,KJK50,C,4,,A
m1,KJK50,A,4,,A
h7,KJK50,A,4,,W
h7,KJK50,A,4,,W
h7,KJK50,C,4,,A
h7,KJK50,A,4,,A
h7,KJK50,A,4,,W
i8,KJK50,C,4,,W
i8,KJK50,A,4,,A
i8,KJK50,A,4,,A
i8,KJK50,A,4,,A
m6,KJK50,A,4,,W
m6,KJK50,A,4,,A
m6,KJK50,A,4,,W
m6,KJK50,A,4,,A
j1,KJK50,C,4,,W
j1,KJK50,C,4,,A
e8,KJK50,A,4,,W
e8,KJK50,C,4,,W
e8,KJK50,A,4,,A
m2,KJK50,A,4,,A
m2,KJK50,C,4,,A
m2,KJK50,A,4,,W
m2,KJK50,C,4,,A
m2,KJK50,A,4,,A
t7,KJK50,A,4,,W
t7,KJK50,C,4,,A
t7,KJK50,A,4,,A
t4,KJK50,C,4,,A
c9,KJK50,A,4,,W
c9,KJK50,C,4,,A
c9,KJK50,C,4,,W
q6,KJK50,C,4,,A
w9,KJK50,A,4,,W
w9,KJK50,A,4,,W
w9,KJK50,C,4,,A
w9,KJK50,C,4,,A
w9,KJK50,C,4,,A
k7,KJK50,A,4,,W
r7,KJK50,A,4,,W
z4,KJK50,A,4,,A
z4,KJK50,A,4,,W
i7,KJK50,A,4,,W
